time,r_heel_x,r_heel_y,l_heel_x,l_heel_y,r_toe_x,r_toe_y,l_toe_x,l_toe_y
0.0,-106.0,227.95833333333337,404.67708333333326,382.54166666666663,951.2395833333335,942.9062499999999,951.2395833333335,415.66666666666663
0.016666666666666666,366.65834172566724,220.40088399251295,379.5725224812825,319.40960311889626,745.4743105570476,61.1259880065918,388.1819763183596,276.3623339335122
0.03333333333333333,75.5119480672812,113.5884460479848,496.420915565971,285.0698772511546,711.5521656208568,57.46725038149282,349.882237992353,313.1304750844006
0.05,494.17996504456596,102.23754449391129,488.4963948815821,113.60468481987891,701.6302759934765,73.81969367899205,363.4578512959373,301.16250019834604
0.06666666666666667,486.2318473947681,96.59837722282577,486.2318473947681,102.14873871011469,380.7749791362787,71.62175053002568,483.45666665112367,296.4113907652269
0.08333333333333333,160.36763114958643,97.56047601578848,661.6301360746252,276.76831456411844,625.2691253546743,284.55995971839366,544.755458760497,287.15717476981865
0.1,118.13075955482941,94.0738500808676,659.6399524056624,96.65246528491912,600.3318027124758,279.73414477258166,541.0236530192892,279.73414477258166
0.11666666666666667,89.61112430728429,61.476863481212945,654.5855476363923,61.476863481212945,569.0618963984999,66.66011507138819,532.7791352672726,27.78572814507345
0.13333333333333333,488.014114514721,67.6682507566519,482.80471045070203,70.27295278866143,665.1338526913659,75.48235685268025,459.36239216261674,255.20679706133444
0.15,160.1252012313505,274.7725861533431,698.5320340197683,245.16021034998005,717.3762731673629,83.63816051345475,542.3940525111271,258.6203811696905
0.16666666666666666,730.40625,200.35416666666663,733.1666666666665,302.48958333333337,746.96875,76.13541666666663,352.22916666666674,302.48958333333337
0.18333333333333332,732.13959757487,126.93894449869788,735.0374959309898,150.12213134765614,764.0164794921876,34.20619710286451,378.59599812825525,57.389383951822765
0.2,97.04564597705996,128.54024087223718,723.9449221127563,270.09814193513637,403.272942153944,62.094695475366166,400.3840053975582,301.87644625537916
0.21666666666666667,508.5780723969641,113.5012185388648,497.48124501240966,288.27624984559725,711.0951721650825,55.24287476995403,552.9653819351819,307.69569776856747
0.23333333333333334,498.3879193853013,112.92054959287941,498.3879193853013,257.7039846863602,558.4867037637273,69.21234277220606,503.8514452378854,293.21690272815727
0.25,483.8033999340916,86.10045332385846,653.5937592240969,83.48829395016605,614.4113686187109,75.65181582908895,536.0465874079393,41.69374397108788
0.26666666666666666,650.862981285095,259.66619920865344,636.5139612880055,250.1001858772603,634.1224579551572,259.66619920865344,559.9858546368614,269.23221254004636
0.2833333333333333,622.4148347055786,251.41271016735868,622.4148347055786,249.01887138203688,620.0209959202568,253.80654895268037,512.2982505807786,260.98806530864556
0.3,634.9100185996651,237.00993599121875,637.2769734533158,246.4777554058213,623.075244331412,94.99264477218014,817.1655423307648,270.14730394232777
0.31666666666666665,109.10702411799616,293.2829007491533,724.0761049908028,275.19557484112977,97.04880684598038,85.27865280688047,434.67889046242317,275.19557484112977
0.3333333333333333,730.40625,200.35416666666663,733.1666666666665,302.48958333333337,749.7291666666665,78.89583333333337,332.90625,302.48958333333337
0.35,711.6647101508247,132.8075256347655,711.6647101508247,321.9010094536676,769.8473205566409,65.89752366807727,368.3873087565105,272.445790608724
0.36666666666666664,511.03129647506614,118.20789502561092,511.03129647506614,269.630411364966,735.2530995160342,57.056494196255926,394.5524377524854,295.83815457754656
0.3833333333333333,523.1555058052353,112.49580516019535,655.6729573792653,286.4249603511096,382.35571350782845,57.2802003376828,385.1164937489541,300.2288615567377
0.4,501.0476952805965,106.95267608231029,501.0476952805965,292.981813423783,689.7729070762934,53.03118699782544,530.7045142770633,44.942963635152864
0.4166666666666667,512.3906035760461,268.2243549874422,509.76868872188106,268.2243549874422,690.6808136592671,281.3339292582673,538.6097521176963,286.57775896659734
0.43333333333333335,359.59194359268645,91.22888606104709,499.4252687617163,285.8988093355789,392.4939024559877,66.55241691357116,395.23573236126276,294.12429905140436
0.45,504.7509520445213,87.39193073462195,669.220582837024,90.0025597948204,687.4949862584133,74.3387854336296,546.5210170076966,277.96785212910936
0.4666666666666667,511.21293881983036,73.89348282049684,694.6878132003143,257.368357200981,713.5749326218348,84.68612248993713,516.6092586545502,265.4628369530611
0.48333333333333334,500.33949488203154,42.69073893243251,503.19399349252,39.836240321944274,603.1014448596119,48.39973615340921,591.6834504176587,8.43675560657232
0.5,733.1666666666665,200.35416666666663,733.1666666666665,299.72916666666663,749.7291666666665,76.13541666666663,755.25,100.97916666666663
0.5166666666666666,711.315165201823,132.6053466796875,711.315165201823,310.7474704318578,752.2002427842883,71.27773030598962,355.03091769748266,275.70311821831604
0.5333333333333333,148.0730277697245,120.83263460795081,707.048697842492,271.98421886232154,393.3378625975714,58.09046755896679,384.78211254543726,291.94763565063477
0.55,705.9801574442706,90.3045004158522,92.10323448705117,90.3045004158522,703.3111273444567,44.930988719014294,81.42711408779508,39.592928519386305
0.5666666666666667,492.436897661496,99.52360145397938,489.63493735163274,107.9294823835694,366.3486837176463,60.29615711589281,366.3486837176463,298.4627834542756
0.5833333333333334,500.0186994439632,88.10871431923351,500.0186994439632,90.8564048900223,565.9632731428951,68.87488032371175,513.7571522979072,288.69012598681775
0.6,166.35407562851412,272.6064762980402,672.4564074477597,264.65722501292123,349.18685518625205,95.0731975970483,383.63361075510113,267.3069754412942
0.6166666666666667,501.92788891239843,66.99722870266635,671.6128345574768,264.499378551856,396.22251293677573,69.7789491230775,563.125738161443,275.6262602335005
0.6333333333333333,511.32841968860225,68.57734007428655,516.8746558783869,265.468724811638,586.2026082506939,71.35045816917886,527.9671282579559,273.78807909631485
0.65,512.1923109701165,69.46831258719624,678.764451744855,72.19900341956907,594.1130359412994,83.12176674906016,539.4992192938441,266.0780525180352
0.6666666666666666,733.1666666666665,200.35416666666663,735.9270833333335,302.48958333333337,749.7291666666665,76.13541666666663,330.14583333333326,100.97916666666663
